CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
38;CH;68289;C;17;0;;0.78374;1.46576;0.24601;ROSA;438;;0
38;CH;84523;E;10;0;;3.9431;0.0624;0.18224;BRANCA;437;;0
38;CH;97986;A;28;0;;3.11004;0.91285;0.18011;AMARELA;436;;0
38;CN;17983;A;24;0;;2.70478;1.41041;0.14995;AMARELA;392;;0
38;CN;17983;A;24;0;;2.70478;1.41041;0.14995;LARANJA;407;;1
38;CN;18231;A;14;0;;2.77928;1.67212;0.20189;AZUL;391;;0
38;CN;37732;D;16;0;;2.66587;0.38498;0.17627;AMARELA;431;;0
38;CN;40150;B;3;0;;2.52396;1.35265;0.14168;CINZA;393;;0
38;CN;47578;B;24;0;;2.54137;1.04912;0.19181;AZUL;433;;0
38;CN;48526;B;6;0;;2.48293;0.91286;0.17159;VERDE;411;;1
38;CN;49778;B;8;0;;1.70982;1.04858;0.1943;ROSA;434;;0
38;CN;55753;C;1;0;;3.58463;-0.6059;0.18169;CINZA;432;;0
38;CN;60582;E;25;0;;1.45789;2.60783;0.11336;ROSA;394;;0
38;LC;19655;B;27;0;;3.16284;2.20447;0.15292;AZUL;399;;0
38;LC;19655;B;27;0;;3.16284;2.20447;0.15292;LARANJA;409;;1
38;LC;23196;E;28;0;;2.62175;0.91266;0.22189;ROSA;442;;0
38;LC;30995;C;14;0;;1.09319;3.12888;0.23786;ROSA;401;;0
38;LC;39391;A;18;0;;2.02914;0.19721;0.20715;AMARELA;440;;0
38;LC;39530;A;25;0;;2.55207;1.54953;0.14433;AMARELA;400;;0
38;LC;39582;D;25;0;;2.78681;0.25458;0.17463;AZUL;439;;0
38;LC;42793;B;20;0;;3.00561;0.56021;0.20781;BRANCA;441;;0
38;LC;60715;B;13;0;;3.47859;0.89063;0.1198;BRANCA;402;;0
38;LC;98285;A;28;0;;2.56185;0.24795;0.19196;VERDE;413;;1
38;MT;25193;A;8;0;;2.42693;1.11701;0.16753;ROSA;446;;0
38;MT;29402;A;26;0;;3.29084;1.89557;0.07463;CINZA;406;;0
38;MT;44320;C;9;0;;2.07282;2.03043;0.16089;AMARELA;443;;0
38;MT;44588;E;29;0;;1.70171;2.43032;0.16463;AZUL;445;;0
38;MT;47561;D;17;0;;1.70141;0.77543;0.16628;VERDE;414;;1
38;MT;48531;E;1;0;;2.32355;0.24828;0.19495;CINZA;444;;0
38;MT;87751;A;22;0;;1.03002;2.41844;0.24519;ROSA;405;;0
38;MT;87821;B;10;0;;1.66062;1.89833;0.15134;AZUL;403;;0
38;MT;89339;A;25;0;;1.38959;1.55638;0.17025;AMARELA;404;;0
38;MT;89339;A;25;0;;1.38959;1.55638;0.17025;LARANJA;410;;1
39;CH;25281;A;21;0;;1.50343;1.89255;0.14213;ROSA;398;;0
39;CH;27214;B;25;0;;2.18689;0.39573;0.19169;AZUL;395;;0
39;CH;27214;B;25;0;;2.18689;0.39573;0.19169;LARANJA;408;;1
39;CH;49943;A;27;0;;3.84842;0.6481;0.14619;AZUL;435;;0
39;CH;54004;D;24;0;;1.70138;0.59901;0.24908;AMARELA;436;;0
39;CH;60024;C;13;0;;1.48027;0.2402;0.19458;ROSA;438;;0
39;CH;81916;E;6;0;;0.9804;1.31334;0.0939;BRANCA;397;;0
39;CH;82228;D;19;0;;4.02261;0.96775;0.17554;AMARELA;396;;0
39;CH;86755;A;21;0;;1.99823;0.51565;0.20204;BRANCA;437;;0
39;CH;89476;E;27;0;;3.39676;0.64062;0.14917;VERDE;412;;1
39;CN;8568;A;28;0;;2.48746;-0.09785;0.19043;CINZA;432;;0
39;CN;11590;B;24;0;;2.56093;1.66137;0.12886;ROSA;394;;0
39;CN;11793;C;5;0;;2.16303;1.26972;0.22316;AZUL;391;;0
39;CN;13210;B;25;0;;2.0229;0.67946;0.15423;VERDE;411;;1
39;CN;15945;B;14;0;;3.33562;1.36703;0.16365;AMARELA;431;;0
39;CN;18168;D;20;0;;1.14588;1.3463;0.32872;ROSA;434;;0
39;CN;47418;C;16;0;;0.89534;2.03182;0.0696;CINZA;393;;0
39;CN;48663;E;29;0;;3.57627;1.63399;0.08793;AMARELA;392;;0
39;CN;48663;E;29;0;;3.57627;1.63399;0.08793;LARANJA;407;;1
39;CN;50248;D;5;0;;2.68559;1.26039;0.23368;AZUL;433;;0
39;LC;7069;B;2;0;;2.56455;-0.514;0.08064;AZUL;399;;0
39;LC;7069;B;2;0;;2.56455;-0.514;0.08064;LARANJA;409;;1
39;LC;18642;D;30;0;;2.08588;0.48827;0.20928;ROSA;401;;0
39;LC;49772;D;18;0;;3.74441;-0.12146;0.18945;AZUL;439;;0
39;LC;60398;E;13;0;;2.16117;0.29772;0.18169;ROSA;442;;0
39;LC;64034;D;29;0;;3.1405;0.08003;0.12098;VERDE;413;;1
39;LC;84452;A;17;0;;3.11514;0.51239;0.23312;AMARELA;400;;0
39;LC;87254;A;9;0;;2.97018;0.11875;0.19488;BRANCA;441;;0
39;LC;88888;D;16;0;;2.13756;0.64551;0.09542;BRANCA;402;;0
39;LC;96977;E;17;0;;3.13201;0.3352;0.09055;AMARELA;440;;0
39;MT;16539;D;8;0;;1.78755;0.20972;0.13567;ROSA;405;;0
39;MT;17291;B;3;0;;1.50418;1.51711;0.14864;AZUL;445;;0
39;MT;24604;B;24;0;;1.82507;1.7951;0.10095;ROSA;446;;0
39;MT;30042;B;27;0;;0.33732;7.92092;0.19265;AZUL;403;;0
39;MT;31029;C;4;0;;2.69328;3.31034;0.04631;CINZA;444;;0
39;MT;31337;C;23;0;;2.79462;1.74029;0.0822;AMARELA;443;;0
39;MT;39744;D;21;0;;1.5226;1.07563;0.14805;VERDE;414;;1
39;MT;81452;E;1;0;;2.76093;1.9432;0.25844;AMARELA;404;;0
39;MT;81452;E;1;0;;2.76093;1.9432;0.25844;LARANJA;410;;1
39;MT;96366;E;26;0;;1.5736;3.62845;0.17737;CINZA;406;;0
40;CH;11098;D;19;0;;2.56549;1.18141;0.27398;BRANCA;437;;0
40;CH;25520;B;6;0;;0.75649;1.2834;0.26741;AZUL;435;;0
40;CH;45306;B;7;0;;1.33884;2.80117;0.16665;AMARELA;396;;0
40;CH;47840;C;23;0;;2.04385;1.11658;0.20855;AZUL;395;;0
40;CH;47840;C;23;0;;2.04385;1.11658;0.20855;LARANJA;408;;1
40;CH;53788;C;5;0;;3.18886;0.47239;0.1857;AMARELA;436;;0
40;CH;54060;B;12;0;;1.34111;1.25968;0.22337;ROSA;438;;0
40;CH;82451;D;24;0;;3.08524;0.90303;0.16443;BRANCA;397;;0
40;CH;83836;E;4;0;;4.42165;0.96735;0.16352;ROSA;398;;0
40;CH;84847;A;1;0;;1.52172;0.41635;0.26939;VERDE;412;;1
40;CN;11793;C;5;0;;2.16303;1.26972;0.22316;AMARELA;392;;0
40;CN;11793;C;5;0;;2.16303;1.26972;0.22316;LARANJA;407;;1
40;CN;12422;A;8;0;;0.72672;-0.03643;0.23108;VERDE;411;;1
40;CN;16902;D;17;0;;2.28624;1.06386;0.16702;ROSA;434;;0
40;CN;23921;A;7;0;;1.96096;0.49314;0.02466;ROSA;394;;0
40;CN;44722;C;13;0;;1.85458;-0.36427;0.20283;AZUL;433;;0
40;CN;45153;E;19;0;;4.47081;0.65969;0.15893;AMARELA;431;;0
40;CN;49333;C;27;0;;2.87849;0.07926;0.1558;CINZA;432;;0
40;CN;60699;D;18;0;;3.57306;1.33759;0.27353;AZUL;391;;0
40;CN;83923;B;2;0;;1.47709;0.91191;0.34312;CINZA;393;;0
40;LC;23784;A;29;0;;1.04729;1.07423;0.25133;BRANCA;402;;0
40;LC;27613;E;30;0;;1.83474;0.22958;0.20883;AZUL;439;;0
40;LC;27854;B;24;0;;3.66771;0.82179;0.15245;BRANCA;441;;0
40;LC;39582;D;25;0;;2.78681;0.25458;0.17463;ROSA;442;;0
40;LC;55323;D;30;0;;3.54404;0.13727;0.17156;AMARELA;440;;0
40;LC;55771;B;2;0;;1.24399;-0.10378;0.02618;AMARELA;400;;0
40;LC;85411;A;16;0;;1.96111;1.137;0.10859;ROSA;401;;0
40;LC;90020;C;24;0;;2.11132;1.36576;0.19052;AZUL;399;;0
40;LC;90020;C;24;0;;2.11132;1.36576;0.19052;LARANJA;409;;1
40;LC;98302;B;30;0;;3.07495;0.58485;0.23525;VERDE;413;;1
40;MT;24698;B;6;0;;3.11671;1.96999;0.05722;AMARELA;443;;0
40;MT;25338;C;21;0;;2.24462;0.43198;0.16165;CINZA;444;;0
40;MT;27801;C;12;0;;1.15457;2.0935;0.19889;AZUL;445;;0
40;MT;40235;A;6;0;;0.74136;0.13558;0.20302;ROSA;405;;0
40;MT;50280;D;16;0;;2.5152;0.38569;0.19626;VERDE;414;;1
40;MT;63881;E;19;0;;1.96754;1.96967;0.16563;ROSA;446;;0
40;MT;66556;A;28;0;;1.60982;3.04331;0.21799;AZUL;403;;0
40;MT;83860;A;19;0;;2.81902;2.85105;0.15009;CINZA;406;;0
40;MT;87751;A;22;0;;1.03002;2.41844;0.24519;AMARELA;404;;0
40;MT;87751;A;22;0;;1.03002;2.41844;0.24519;LARANJA;410;;1
41;CH;15471;B;18;0;;1.99275;1.89885;0.15561;AMARELA;436;;0
41;CH;16422;E;22;0;;2.7308;0.96377;0.22682;ROSA;438;;0
41;CH;18647;C;30;0;;2.15799;0.8782;0.17855;AZUL;395;;0
41;CH;18647;C;30;0;;2.15799;0.8782;0.17855;LARANJA;408;;1
41;CH;30150;C;15;0;;1.70412;2.19192;0.21601;ROSA;398;;0
41;CH;31360;A;9;0;;1.31894;0.45809;0.22039;BRANCA;397;;0
41;CH;31752;A;11;0;;0.79125;0.4275;0.23451;AZUL;435;;0
41;CH;44604;C;5;0;;3.43894;0.97831;0.10855;AMARELA;396;;0
41;CH;88347;E;21;0;;2.39778;0.05193;0.16058;VERDE;412;;1
41;CH;97554;E;24;0;;1.73767;0.28952;0.13472;BRANCA;437;;0
41;CN;18373;B;20;0;;0.76288;0.24247;0.21882;CINZA;432;;0
41;CN;19943;D;18;0;;1.9304;0.82494;0.19017;LARANJA;407;;1
41;CN;30504;C;24;0;;1.80075;0.80683;0.21211;AZUL;433;;0
41;CN;42006;B;30;0;;2.12666;0.69737;0.13978;CINZA;393;;0
41;CN;43292;A;18;0;;3.04446;0.84781;0.15406;VERDE;411;;1
41;CN;43880;E;20;0;;4.27457;0.56765;0.22036;AZUL;391;;0
41;CN;48651;A;7;0;;2.34718;1.00391;0.22499;AMARELA;431;;0
41;CN;60699;D;18;0;;3.57306;1.33759;0.27353;AMARELA;392;;0
41;CN;66897;A;15;0;;3.34472;1.92451;0.17733;ROSA;394;;0
41;CN;75966;D;22;0;;3.96687;-0.5152;0.14304;ROSA;434;;0
41;LC;23196;E;28;0;;2.62175;0.91266;0.22189;BRANCA;441;;0
41;LC;25915;A;17;0;;2.78954;0.25491;0.19624;AMARELA;440;;0
41;LC;29181;B;19;0;;3.63616;1.38377;0.12723;AMARELA;400;;0
41;LC;30995;C;14;0;;1.09319;3.12888;0.23786;AZUL;399;;0
41;LC;30995;C;14;0;;1.09319;3.12888;0.23786;LARANJA;409;;1
41;LC;38057;E;4;0;;2.08536;0.3332;0.10324;BRANCA;402;;0
41;LC;41382;B;21;0;;1.33618;0.45494;0.22453;AZUL;439;;0
41;LC;49772;D;18;0;;3.74441;-0.12146;0.18945;ROSA;442;;0
41;LC;84042;E;9;0;;2.68914;0.1005;0.04255;ROSA;401;;0
41;LC;96025;C;28;0;;1.48041;0.19984;0.21099;VERDE;413;;1
41;MT;17289;A;1;0;;1.57905;0.96715;0.19775;CINZA;444;;0
41;MT;17384;D;21;0;;2.30232;2.40148;0.07097;AMARELA;404;;0
41;MT;17384;D;21;0;;2.30232;2.40148;0.07097;LARANJA;410;;1
41;MT;23077;E;25;0;;2.01461;1.55563;0.1185;AZUL;445;;0
41;MT;23866;C;12;0;;2.24077;1.33784;0.13824;CINZA;406;;0
41;MT;29263;D;20;0;;3.24049;1.83077;0.11363;AMARELA;443;;0
41;MT;41047;B;29;0;;2.06629;3.8013;0.12848;ROSA;405;;0
41;MT;48531;E;1;0;;2.32355;0.24828;0.19495;ROSA;446;;0
41;MT;60235;C;18;0;;1.09568;3.01649;0.04704;AZUL;403;;0
41;MT;78667;E;2;0;;2.4993;1.6702;0.08737;VERDE;414;;1
42;CH;8456;B;6;0;;3.69069;0.63388;0.16417;BRANCA;397;;0
42;CH;20338;C;9;0;;2.08859;2.32242;0.25166;AMARELA;436;;0
42;CH;28757;D;1;0;;2.62786;1.07698;0.12508;ROSA;438;;0
42;CH;35526;A;25;0;;1.98889;0.35229;0.24414;BRANCA;437;;0
42;CH;38250;D;9;0;;3.00837;0.49169;0.13877;AMARELA;396;;0
42;CH;53963;A;20;0;;2.9889;0.61953;0.19758;AZUL;435;;0
42;CH;75940;D;12;0;;1.37355;0.75842;0.07018;ROSA;398;;0
42;CH;79005;C;26;0;;3.00182;1.83487;0.10355;AZUL;395;;0
42;CH;79005;C;26;0;;3.00182;1.83487;0.10355;LARANJA;408;;1
42;CH;89320;C;30;0;;1.99664;0.91337;0.21734;VERDE;412;;1
42;CN;8757;E;19;0;;1.29682;2.03245;0.05236;AZUL;391;;0
42;CN;37732;D;16;0;;2.66587;0.38498;0.17627;CINZA;432;;0
42;CN;40150;B;3;0;;2.52396;1.35265;0.14168;ROSA;394;;0
42;CN;43600;C;28;0;;1.27433;0.75725;0.24612;LARANJA;407;;1
42;CN;48559;B;8;0;;1.41479;0.74617;0.22155;ROSA;434;;0
42;CN;55248;C;6;0;;2.31428;0.57773;0.20927;AZUL;433;;0
42;CN;60062;B;21;0;;1.78156;2.48622;0.34272;AMARELA;431;;0
42;CN;60582;E;25;0;;1.45789;2.60783;0.11336;CINZA;393;;0
42;CN;61269;C;14;0;;5.00249;0.92951;0.15259;AMARELA;392;;0
42;CN;84394;E;12;0;;1.45629;0.19258;0.31789;VERDE;411;;1
42;LC;16531;A;11;0;;2.77826;-0.44678;0.21637;AMARELA;440;;0
42;LC;27613;E;30;0;;1.83474;0.22958;0.20883;ROSA;442;;0
42;LC;29528;A;12;0;;1.36953;0.02916;0.02133;AZUL;399;;0
42;LC;29528;A;12;0;;1.36953;0.02916;0.02133;LARANJA;409;;1
42;LC;31413;A;12;0;;3.46931;1.11187;0.20276;VERDE;413;;1
42;LC;39670;D;18;0;;2.13914;0.93986;0.11246;BRANCA;402;;0
42;LC;60398;E;13;0;;2.16117;0.29772;0.18169;BRANCA;441;;0
42;LC;62046;B;1;0;;1.74404;-0.16537;0.03589;ROSA;401;;0
42;LC;86322;D;15;0;;2.04412;0.95386;0.16042;AMARELA;400;;0
42;LC;88859;A;12;0;;1.94819;0.20683;0.19527;AZUL;439;;0
42;MT;24623;B;27;0;;1.47945;2.64036;0.11049;AMARELA;443;;0
42;MT;29402;A;26;0;;3.29084;1.89557;0.07463;AMARELA;404;;0
42;MT;29402;A;26;0;;3.29084;1.89557;0.07463;LARANJA;410;;1
42;MT;29915;D;15;0;;2.2319;2.33706;0.10368;ROSA;405;;0
42;MT;31029;C;4;0;;2.69328;3.31034;0.04631;ROSA;446;;0
42;MT;42244;C;22;0;;1.85035;2.98633;0.21663;CINZA;444;;0
42;MT;44320;C;9;0;;2.07282;2.03043;0.16089;AZUL;445;;0
42;MT;55102;E;3;0;;1.92644;0.22827;0.20248;VERDE;414;;1
42;MT;87821;B;10;0;;1.66062;1.89833;0.15134;CINZA;406;;0
42;MT;95803;E;5;0;;2.03148;1.76214;0.19951;AZUL;403;;0
43;CH;24918;C;1;0;;1.30844;2.80277;0.05925;AZUL;395;;0
43;CH;24918;C;1;0;;1.30844;2.80277;0.05925;LARANJA;408;;1
43;CH;25281;A;21;0;;1.50343;1.89255;0.14213;BRANCA;397;;0
43;CH;38765;C;15;0;;0.99919;1.02893;0.23291;ROSA;438;;0
43;CH;43284;D;23;0;;0.60432;3.25992;0.08798;AMARELA;396;;0
43;CH;63352;A;13;0;;1.19524;1.07041;0.2141;BRANCA;437;;0
43;CH;76958;C;18;0;;1.67166;1.05311;0.16373;AMARELA;436;;0
43;CH;81726;B;30;0;;3.95893;1.08055;0.14882;AZUL;435;;0
43;CH;84128;A;29;0;;0.78;1.803;0.142;ROSA;398;;0
43;CH;85754;C;12;0;;2.60543;0.80739;0.19312;VERDE;412;;1
43;CN;11590;B;24;0;;2.56093;1.66137;0.12886;CINZA;393;;0
43;CN;15945;B;14;0;;3.33562;1.36703;0.16365;CINZA;432;;0
43;CN;17576;C;17;0;;3.69266;-0.06027;0.18931;AZUL;433;;0
43;CN;33127;D;13;0;;3.76221;1.51174;0.05901;AMARELA;431;;0
43;CN;39732;C;2;0;;1.47863;1.35517;0.16659;ROSA;434;;0
43;CN;40588;D;27;0;;1.84618;-0.41032;0.1998;VERDE;411;;1
43;CN;47418;C;16;0;;0.89534;2.03182;0.0696;ROSA;394;;0
43;CN;48655;A;21;0;;2.90081;1.45295;0.15165;AZUL;391;;0
43;CN;81780;C;18;0;;1.89955;2.39752;0.20382;AMARELA;392;;0
43;CN;81780;C;18;0;;1.89955;2.39752;0.20382;LARANJA;407;;1
43;LC;25915;A;17;0;;2.78954;0.25491;0.19624;ROSA;442;;0
43;LC;28997;A;17;0;;2.4312;1.37674;0.19208;BRANCA;441;;0
43;LC;31174;C;22;0;;1.58641;1.20521;0.23911;ROSA;401;;0
43;LC;37708;A;23;0;;2.01323;0.71393;0.21864;AZUL;439;;0
43;LC;55024;C;25;0;;4.51018;0.6145;0.19567;AMARELA;400;;0
43;LC;68284;B;25;0;;1.96831;0.74872;0.12595;AZUL;399;;0
43;LC;68284;B;25;0;;1.96831;0.74872;0.12595;LARANJA;409;;1
43;LC;85319;B;13;0;;3.46268;0.37959;0.27053;AMARELA;440;;0
43;LC;88511;A;30;0;;1.84696;0.51541;0.24666;VERDE;413;;1
43;LC;96950;E;21;0;;0.70988;2.33551;0.13044;BRANCA;402;;0
43;MT;23115;E;11;0;;2.6096;2.15007;0.10438;AMARELA;443;;0
43;MT;25338;C;21;0;;2.24462;0.43198;0.16165;ROSA;446;;0
43;MT;30042;B;27;0;;0.33732;7.92092;0.19265;CINZA;406;;0
43;MT;31337;C;23;0;;2.79462;1.74029;0.0822;AZUL;445;;0
43;MT;36747;B;6;0;;1.4039;1.33266;0.1952;CINZA;444;;0
43;MT;38563;E;24;0;;1.45491;0.58108;0.32767;AZUL;403;;0
43;MT;45024;D;28;0;;2.03586;2.70788;0.24211;VERDE;414;;1
43;MT;89162;E;22;0;;0.94629;2.51063;0.16509;ROSA;405;;0
43;MT;96366;E;26;0;;1.5736;3.62845;0.17737;AMARELA;404;;0
43;MT;96366;E;26;0;;1.5736;3.62845;0.17737;LARANJA;410;;1
44;CH;6990;E;17;0;;2.11976;2.68484;0.25867;ROSA;398;;0
44;CH;23043;D;20;0;;1.93517;0.75431;0.10121;AZUL;395;;0
44;CH;23043;D;20;0;;1.93517;0.75431;0.10121;LARANJA;408;;1
44;CH;63479;C;1;0;;1.41128;-0.18516;0.17736;ROSA;438;;0
44;CH;66987;C;30;0;;1.6807;-0.22728;0.18248;AZUL;435;;0
44;CH;81598;E;3;0;;1.85031;0.57925;0.11344;AMARELA;396;;0
44;CH;82270;C;8;0;;3.08191;1.06824;0.08004;AMARELA;436;;0
44;CH;83836;E;4;0;;4.42165;0.96735;0.16352;BRANCA;397;;0
44;CH;88311;D;18;0;;2.06189;0.08703;0.18079;VERDE;412;;1
44;CH;95841;C;26;0;;2.59778;0.65686;0.16406;BRANCA;437;;0
44;CN;16902;D;17;0;;2.28624;1.06386;0.16702;AZUL;433;;0
44;CN;17983;A;24;0;;2.70478;1.41041;0.14995;AZUL;391;;0
44;CN;23921;A;7;0;;1.96096;0.49314;0.02466;CINZA;393;;0
44;CN;43703;D;6;0;;4.93511;1.20198;0.19216;AMARELA;392;;0
44;CN;43703;D;6;0;;4.93511;1.20198;0.19216;LARANJA;407;;1
44;CN;44513;B;21;0;;2.12957;0.75601;0.13109;VERDE;411;;1
44;CN;45153;E;19;0;;4.47081;0.65969;0.15893;CINZA;432;;0
44;CN;59984;B;2;0;;2.74706;0.58752;0.17362;ROSA;434;;0
44;CN;60227;D;10;0;;1.8599;2.25758;0.27091;AMARELA;431;;0
44;CN;83923;B;2;0;;1.47709;0.91191;0.34312;ROSA;394;;0
44;LC;16531;A;11;0;;2.77826;-0.44678;0.21637;ROSA;442;;0
44;LC;23196;E;28;0;;2.62175;0.91266;0.22189;AMARELA;440;;0
44;LC;39530;A;25;0;;2.55207;1.54953;0.14433;AZUL;399;;0
44;LC;39530;A;25;0;;2.55207;1.54953;0.14433;LARANJA;409;;1
44;LC;48314;A;28;0;;2.60576;-0.0301;0.2009;ROSA;401;;0
44;LC;48608;D;28;0;;3.35326;-0.30275;0.14356;AZUL;439;;0
44;LC;60715;B;13;0;;3.47859;0.89063;0.1198;AMARELA;400;;0
44;LC;85682;E;9;0;;1.64633;0.19318;0.21346;VERDE;413;;1
44;LC;85925;D;9;0;;2.56616;0.42016;0.15803;BRANCA;402;;0
44;LC;97302;E;11;0;;2.82804;0.41827;0.10508;BRANCA;441;;0
44;MT;8363;C;2;0;;1.662;2.184;0.18;AMARELA;443;;0
44;MT;17289;A;1;0;;1.57905;0.96715;0.19775;ROSA;446;;0
44;MT;24623;B;27;0;;1.47945;2.64036;0.11049;CINZA;444;;0
44;MT;24698;B;6;0;;3.11671;1.96999;0.05722;AZUL;445;;0
44;MT;43940;C;4;0;;2.27542;0.97568;0.19626;ROSA;405;;0
44;MT;48116;D;20;0;;3.27501;0.88285;0.06837;VERDE;414;;1
44;MT;61485;C;28;0;;1.60552;2.68705;0.25409;AZUL;403;;0
44;MT;66556;A;28;0;;1.60982;3.04331;0.21799;CINZA;406;;0
44;MT;83860;A;19;0;;2.81902;2.85105;0.15009;AMARELA;404;;0
44;MT;83860;A;19;0;;2.81902;2.85105;0.15009;LARANJA;410;;1
45;CH;8172;C;13;0;;2.4629;0.76307;0.17672;AMARELA;396;;0
45;CH;15434;A;7;0;;3.18608;1.41745;0.2632;ROSA;438;;0
45;CH;30150;C;15;0;;1.70412;2.19192;0.21601;BRANCA;397;;0
45;CH;40827;B;18;0;;2.872;0.87565;0.15092;BRANCA;437;;0
45;CH;43294;B;16;0;;1.36131;0.48866;0.01882;ROSA;398;;0
45;CH;49661;E;4;0;;2.76077;0.40708;0.15169;AZUL;395;;0
45;CH;49661;E;4;0;;2.76077;0.40708;0.15169;LARANJA;408;;1
45;CH;54674;A;6;0;;1.67591;2.04657;0.23092;AMARELA;436;;0
45;CH;66754;D;21;0;;2.809;-0.0156;0.15158;AZUL;435;;0
45;CH;96630;C;4;0;;3.25241;0.41028;0.17178;VERDE;412;;1
45;CN;18231;A;14;0;;2.77928;1.67212;0.20189;AMARELA;392;;0
45;CN;18231;A;14;0;;2.77928;1.67212;0.20189;LARANJA;407;;1
45;CN;41025;D;16;0;;4.43094;1.16488;0.23983;AMARELA;431;;0
45;CN;42006;B;30;0;;2.12666;0.69737;0.13978;ROSA;394;;0
45;CN;47578;B;24;0;;2.54137;1.04912;0.19181;ROSA;434;;0
45;CN;48651;A;7;0;;2.34718;1.00391;0.22499;CINZA;432;;0
45;CN;48663;E;29;0;;3.57627;1.63399;0.08793;AZUL;391;;0
45;CN;66897;A;15;0;;3.34472;1.92451;0.17733;CINZA;393;;0
45;CN;75966;D;22;0;;3.96687;-0.5152;0.14304;AZUL;433;;0
45;CN;87591;A;30;0;;1.65991;-0.72625;0.21747;VERDE;411;;1
45;LC;30469;A;20;0;;1.8824;1.22143;0.09514;ROSA;401;;0
45;LC;31174;C;22;0;;1.58641;1.20521;0.23911;VERDE;413;;1
45;LC;32474;E;11;0;;2.06409;0.0301;0.21739;AMARELA;400;;0
45;LC;53474;D;14;0;;1.33397;-0.02592;0.00728;BRANCA;402;;0
45;LC;60398;E;13;0;;2.16117;0.29772;0.18169;AMARELA;440;;0
45;LC;84452;A;17;0;;3.11514;0.51239;0.23312;AZUL;399;;0
45;LC;84452;A;17;0;;3.11514;0.51239;0.23312;LARANJA;409;;1
45;LC;85319;B;13;0;;3.46268;0.37959;0.27053;BRANCA;441;;0
45;LC;86081;C;11;0;;2.39362;0.35936;0.13041;AZUL;439;;0
45;LC;87833;A;15;0;;3.23853;0.22791;0.15813;ROSA;442;;0
45;MT;9189;D;16;0;;1.61681;2.44593;0.11192;AZUL;403;;0
45;MT;23115;E;11;0;;2.6096;2.15007;0.10438;CINZA;444;;0
45;MT;23866;C;12;0;;2.24077;1.33784;0.13824;AMARELA;404;;0
45;MT;23866;C;12;0;;2.24077;1.33784;0.13824;LARANJA;410;;1
45;MT;27493;B;16;0;;3.21079;2.77172;0.21678;ROSA;405;;0
45;MT;29263;D;20;0;;3.24049;1.83077;0.11363;AZUL;445;;0
45;MT;40623;E;8;0;;2.11776;1.49537;0.13856;AMARELA;443;;0
45;MT;42244;C;22;0;;1.85035;2.98633;0.21663;ROSA;446;;0
45;MT;42246;B;30;0;;1.58618;2.69521;0.20268;VERDE;414;;1
45;MT;60235;C;18;0;;1.09568;3.01649;0.04704;CINZA;406;;0
46;LC;23784;A;29;0;;1.04729;1.07423;0.25133;VERDE;413;;1
46;LC;28997;A;17;0;;2.4312;1.37674;0.19208;ROSA;442;;0
46;LC;31891;A;3;0;;3.51134;0.53792;0.16756;AMARELA;400;;0
46;LC;32001;C;24;0;;1.37579;0.9032;0.17561;AMARELA;440;;0
46;LC;61715;C;27;0;;2.30566;0.39619;0.21357;AZUL;439;;0
46;LC;62046;B;1;0;;1.74404;-0.16537;0.03589;BRANCA;402;;0
46;LC;84380;B;15;0;;1.56281;1.55459;0.11684;ROSA;401;;0
46;LC;86480;A;24;0;;2.39054;-0.25251;0.16773;BRANCA;441;;0
46;LC;96950;E;21;0;;0.70988;2.33551;0.13044;AZUL;399;;0
46;LC;96950;E;21;0;;0.70988;2.33551;0.13044;LARANJA;409;;1
47;LC;19655;B;27;0;;3.16284;2.20447;0.15292;AMARELA;400;;0
47;LC;30686;D;25;0;;2.89405;0.22967;0.17834;AMARELA;440;;0
47;LC;31174;C;22;0;;1.58641;1.20521;0.23911;BRANCA;402;;0
47;LC;36051;D;29;0;;2.29441;1.05486;0.21328;BRANCA;441;;0
47;LC;60045;A;23;0;;1.4758;0.71202;0.2156;AZUL;439;;0
47;LC;85925;D;9;0;;2.56616;0.42016;0.15803;AZUL;399;;0
47;LC;85925;D;9;0;;2.56616;0.42016;0.15803;LARANJA;409;;1
47;LC;88888;D;16;0;;2.13756;0.64551;0.09542;ROSA;401;;0
47;LC;97302;E;11;0;;2.82804;0.41827;0.10508;ROSA;442;;0
47;LC;98242;C;20;0;;3.29895;0.36195;0.16212;VERDE;413;;1
48;LC;7069;B;2;0;;2.56455;-0.514;0.08064;AMARELA;400;;0
48;LC;18642;D;30;0;;2.08588;0.48827;0.20928;BRANCA;402;;0
48;LC;23784;A;29;0;;1.04729;1.07423;0.25133;ROSA;401;;0
48;LC;24741;D;12;0;;0.94507;0.73423;0.23801;VERDE;413;;1
48;LC;25915;A;17;0;;2.78954;0.25491;0.19624;BRANCA;441;;0
48;LC;28997;A;17;0;;2.4312;1.37674;0.19208;AMARELA;440;;0
48;LC;53474;D;14;0;;1.33397;-0.02592;0.00728;AZUL;399;;0
48;LC;53474;D;14;0;;1.33397;-0.02592;0.00728;LARANJA;409;;1
48;LC;62671;E;16;0;;4.27132;0.24731;0.12471;ROSA;442;;0
