CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
48;LC;96730;D;16;0;;2.69885;0.34002;0.10592;AZUL;439;;0
49;LC;16531;A;11;0;;2.77826;-0.44678;0.21637;BRANCA;441;;0
49;LC;18642;D;30;0;;2.08588;0.48827;0.20928;VERDE;413;;1
49;LC;27809;C;17;0;;3.14781;1.61104;0.18123;AZUL;439;;0
49;LC;32001;C;24;0;;1.37579;0.9032;0.17561;ROSA;442;;0
49;LC;38057;E;4;0;;2.08536;0.3332;0.10324;ROSA;401;;0
49;LC;55024;C;25;0;;4.51018;0.6145;0.19567;AZUL;399;;0
49;LC;55024;C;25;0;;4.51018;0.6145;0.19567;LARANJA;409;;1
49;LC;85411;A;16;0;;1.96111;1.137;0.10859;BRANCA;402;;0
49;LC;90020;C;24;0;;2.11132;1.36576;0.19052;AMARELA;400;;0
49;LC;97302;E;11;0;;2.82804;0.41827;0.10508;AMARELA;440;;0
50;LC;30269;E;14;0;;1.8544;0.82214;0.20614;AZUL;439;;0
50;LC;30686;D;25;0;;2.89405;0.22967;0.17834;ROSA;442;;0
50;LC;30995;C;14;0;;1.09319;3.12888;0.23786;AMARELA;400;;0
50;LC;39670;D;18;0;;2.13914;0.93986;0.11246;ROSA;401;;0
50;LC;53474;D;14;0;;1.33397;-0.02592;0.00728;VERDE;413;;1
50;LC;60715;B;13;0;;3.47859;0.89063;0.1198;AZUL;399;;0
50;LC;60715;B;13;0;;3.47859;0.89063;0.1198;LARANJA;409;;1
50;LC;62671;E;16;0;;4.27132;0.24731;0.12471;AMARELA;440;;0
50;LC;84042;E;9;0;;2.68914;0.1005;0.04255;BRANCA;402;;0
50;LC;87833;A;15;0;;3.23853;0.22791;0.15813;BRANCA;441;;0
